cartodb_id,the_geom,intended_outcomes_other,participation_tasks_other,types_volunteers,status_other,project_topic_other,participant_age_other,gov_contact_email,gov_contact_affiliation,gov_contact,agency_partner_other,recruiting,agency_partner_name,cartodb_georef_status,agency_sponsor_other,scistarter,agency_sponsor,agency_partner,intended_outcomes,participant_age,cartodb_id_0,project_topic,approved,updated_at,created_at,phone,email,zip,state,city,street_address_2,street_address,affiliation,project_contact,participation_tasks,geographic_scope,start_date,status,keywords,project_description,project_url,project_name
241,0101000020E6100000C780ECF5EE7B54C033DC80CF0F674440,,,No specific qualifications are required.,,,,samuel.crowell@osec.usda.gov,doa,Samuel Crowell,,true,The Ohio State Univ.,,"USDA National Institute of Food and Agriculture (USDA-NIFA)
",true,doa,college_university,"inform_public_policy, io_education, research_advancement","families, general_public, teens",,insects,,,,330-202-3523,johnson.5005@osu.edu,44691,OH,Wooster,,1680 Madison Ave.,The Ohio State University,Reed M. Johnson,"classification_tagging, data_entry, learning",Worldwide,2012-07-01,active,"honey bee, bumble bee, squash bee, alfalfa leafcutter bee, pesticide, insecticide, fungicide, toxicology, queen, larva","The Ohio State University OARDC is investigating Miticide and Fungicide Interactions and their effect on honey bee brood survival and development. As a part of that study, Broodmapper is used to determine the cell contents using photographs of combs from experimental colonies.",http://articles.extension.org/pages/61320/broodmapper:-honey-bee-development-and-citizen-science,Broodmapper: Honey Bee Development and Citizen Science
28,0101000020E61000000F45813E91DB5EC0DE02098A1F0F4840,,,,,,,john.mclaughlin@noaa.gov,noaa,John McLaughlin,,true,,true,Olympic Coast National Marine Sanctuary,true,noaa,"community_group, other","inform_public_policy, other","families, general_public, seniors, teens",204,"biology, ecology_environment, nature_outdoors, ocean_water",true,2015-09-16 18:38:31.412347+00,2015-09-15 18:04:15.030264+00,360-457-6622 x 32,Heidi.Pedersen@noaa.gov,98362,WA,Port Angeles,Suite 301,115 E. Railroad Ave.,Data Verifier and Trainer,Heidi Pedersen,"classification_tagging, identification, learning, measurement, observation, photography",Local,2012,active,"marine debris, survey, beaches, coast,","Olympic Coast National Marine Sanctuary (OCNMS), funded by a grant from NOAA’s Marine Debris Program, initiated shoreline debris monitoring in 2012 following NOAA’s Marine Debris Shoreline Survey Field Guide methods published in 2012.  OCNMS volunteers originally initiated shoreline debris monitoring in 2001 using data categories standardized by the U.S. Environmental Protection Agency and Ocean Conservancy.  Heightened interest in shoreline debris data associated with concerns about materials originating from the March 2011 Japan tsunami coincided with release of the new NOAA methods, which prompted significant modification of OCNMS’ shoreline debris monitoring program. 
 
Shoreline debris data will be used to document temporal, spatial, and composition patterns in debris deposition on Washington’s coastline, and to the extent possible to identify changes in debris types and volumes associated with the March 2011 tsunami debris. 
 
In 2012, new shoreline debris monitoring methods were initiated at 6 sites on the outer coast of Washington state.  By 2014 there were nine coast sites and seven sites on the Strait of Juan de Fuca.  The goal for FY 2015 is to continue this monitoring effort and expand the effort to teachers and their students within walking distance of coast sites.",http://olympiccoast.noaa.gov/protect/marinedebris/marinedebris.html,Shoreline Debris Monitoring
242,0101000020E61000008E23D6E2534253C04A29E8F692724340,,"Garden building, seed planting, harvesting, maintaining, educational outreach, blogging",,,,,Samuel.crowell@osec.usda.gov,doa,Samuel Crowell,Local Food Banks,true,,,"USDA Agricultural Marketing Service (USDA-AMS), USDA Natural Resources Conservation Service (USDA-NRCS), USFS
",false,doa,"college_university, community_group, k12_education, Other","community_engagement_outreach, inform_public_policy, io_education, research_advancement","elementary_school_children, families, general_public, middle_school_children, teens",,"biology, chemistry, ecology_environment, education, food, health_medicine, nature_outdoors, insects, social_science",,,,202-720-9155,robert.snieckus@wdc.usda.gov,20250,DC,Washington,,1400 Independence Ave. SW,Project Landscape Architect,Robert E. Snieckus FASLA,"identification, learning, measurement,  observation, specimen_sample_collection, Other",International,2009-03-01,active,"Food safety, local growing, organic food, healthy eating, vegetable gardens, heirloom varieties, delicious recipes, home canning, pollinators, apiary, farmer's markets","Secretary Tom Vilsack began the People's Garden Initiative - named in honor of President Lincoln's description of USDA as the ""People's Department"" - in 2009 as an effort to challenge employees to create gardens at USDA facilities. It has since grown into a collaborative effort of over 700 local and national organizations all volunteering together to establish community and school gardens across the country. The simple act of planting a garden can help unite neighborhoods in a common effort and inspire voluntary, locally-led solutions to challenges facing our country - from hunger to the environment. The majority of garden construction, maintenance, harvest, data gathering, information sharing, is done by volunteer students, teachers and master gardeners. They've built over 2000 gardens, volunteered 222,000 hours and harvested over 3.9 million pounds of produce donated to local food banks.",http://www.usda.gov/wps/portal/usda/usdahome?navid=PEOPLES_GARDEN,USDA People's Garden
454,0101000020E6100000B3EBDE8A044852C09B374E0AF3744440,,,,,paleontology,,National Science Foundation,,NSF,,false,,,national science foundation,false,nsf,"college_university, museum","inform_public_policy, io_education, operational_integration_use","general_public, middle_school_children",,"animals, biology, education, nature_outdoors, Other",,,,631-444-3730,maureen.oleary@stonybrook.edu,11794,NY,Stony Brook,,Stony Brook University,"Professor, Stony Brook University",Maureen O'Leary,"annotation, classification_tagging",International,2016-12-09,active,Tree of Life,Building the Tree of Life requires the study of comparative anatomy of all species.  This project allows the public to help scientists make comparative anatomical decisions.,http://www.theevolutionproject.org/,The Evolution Project
55,0101000020E61000003F575BB1BFC455C050DF32A7CBCE4440,,,,,,,"elaine_leslie@nps.gov
",nps,Elaine Leslie,,true,,true,,true,"doi, usgs, nps",,"community_engagement_outreach, io_education, inform_public_policy, operational_integration_use, proof_of_concept, research_advancement","families, general_public, middle_school_children, seniors, teens",233,"biology, ecology_environment",true,2015-10-05 19:02:55.191054+00,2015-10-01 15:54:42.841954+00,"219-477-0353, 219-395-1544",joy_marburger@nps.gov,46304,IN,Porter,,1100 North Mineral Springs Road,National Park Service,Joy Marburger,"classification_tagging, data_analysis, data_entry, finding_entities, geolocation, identification, learning, measurement, observation, photography, problem_solving, site_selection_description, specimen_sample_collection, transcription",National,2008/05/01,active,"Cattail, monitoring, plant measurement",Cattail populations are changing due to hybridization of two or three species in the United States. This project provides volunteers the opportunity to document the kinds of cattails in any location based on the plant morphology.,http://nwrcwebapps.cr.usgs.gov/cattail/,Volunteer Cattail Monitoring Project
86,0101000020E6100000384A5E9D634654C034F44F70B10A4040,,,,,,,"john.mclaughlin@noaa.gov
",noaa,John McLaughlin,,true,,true,"NOAA Office of National Marine Sanctuaries, NOAA Dive Program",true,noaa,college_university,"community_engagement_outreach, io_education, operational_integration_use, research_advancement",general_public,199,"animals, archeology, biology, ecology_environment, geology_earth_science, nature_outdoors, ocean_water, physics",true,2015-09-14 17:01:51.038079+00,2015-09-11 15:05:40.923188+00,912-598-2345,jody.patterson@noaa.gov,31411,GA,Savannah,,10 Ocean Science Circle,Gray's Reef National Marine Sanctuary,"Jody Patterson, Events & Volunteer Coordinator","audio_video_recording, classification_tagging, finding_entities, geolocation, identification, measurement, observation, other, photography, site_selection_description, specimen_sample_collection",Regional,2002-07-01,active_but_seasonal,"scuba dive, habitat mapping, fish count, fish id, marine debris, survey","Volunteer Dive Program at Grays' Reef National Marine Sanctuary: 
Gray's Reef Team Ocean Divers will be able to participate in several exciting activities at the sanctuary, including:
Marine Debris Monitoring and Removal - Team Ocean Divers will assist sanctuary staff in conducting field surveys to track the location and accumulation of marine debris across the sanctuary as well as support removal efforts to extract the debris from the Sanctuary.
Reef Fish Monitoring - Team Ocean Divers will be trained to identify fish species at the Sanctuary and to conduct fish surveys based on the Reef Environmental Education Foundation roving diver protocols. With these new skills divers will conduct fish surveys across the sanctuary from Sanctuary dive platforms to build upon the existing long-term fish monitoring program at the Sanctuary.
Habitat Assessments - Team Ocean Divers will support Sanctuary staff in habitat mapping and assessment programs designed to characterize in detail the type and distribution of habitats across the Sanctuary. These data will contribute to the current habitat classification maps used by the Sanctuary.",http://graysreef.noaa.gov/involved/volunteer/team_ocean.html,Team Ocean Science Diver Program
98,0101000020E61000004D672783A37E5CC0957D5704FF3F4840,,,,,,,"elaine_leslie@nps.gov
",nps,Elaine Leslie,,true,,true,,true,nps,"college_university, formal_nonprofit_ngo, state_local_govermment","community_engagement_outreach, io_education, inform_public_policy, operational_integration_use, research_advancement","families, general_public, middle_school_children, seniors, teens",190,"animals, biology, birds, ecology_environment, education, nature_outdoors",true,2015-09-14 17:01:51.038079+00,2015-08-28 14:21:00.123796+00,406-888-7986,glac_citizen_science@nps.gov,59936,MT,West Glacier,,194 Mather Dr.,National Park Service,Crown of the Continent Research learning Center,"classification_tagging, finding_entities, geolocation, identification, learning, measurement, observation, photography, specimen_sample_collection",Glacier National Park,2001-03-31,active_but_seasonal,"Loon, Loons, Common Loon, Glacier, Glacier National Park, National Park, Glacier Park, NPS, Park, Parks, National Park Service, Montana, Gavia immer","Citizen scientists are trained to conduct surveys at 45 lakes with suitable habitat in Glacier National Park.  Surveys are used to document presence of common loons and observations of breeding and nesting behaviors. Citizen Scientists attend a one-day classroom and field based education program, where they learn about species identification, behavior, management concerns, and how to observe and document loons. They also learn how to use field equipment such as spotting scopes, compasses, and GPS receivers. Hiking distances to the sites range from along the roadside up to fifteen miles each way. Once they reach the lake, Citizen Scientists observe for one hour and document loon sightings and behavior.
Common Loons are a Montana Species of Special Concern, and Glacier National Park harbors about 20 percent of Montana’s breeding pairs. Loons are susceptible to adverse impacts by human disturbance at nest and nursery sites. The Common Loon Citizen Science Project helps to identify factors that affect nesting success. The contribution of citizen scientists to the long-term record of loon population health is invaluable in providing a scientific basis for management recommendations, especially in regards to issues that may affect loon nesting success and habitat.",http://www.crownscience.org/getinvolved/citizen-science/loons,Common Loon Citizen Science Project at Glacier National Park
186,0101000020E6100000179AEB34D22C58C0FCE3BD6A65C64540,,,Anyone that can photograph the landscape and share it online,,,,sophialiu@usgs.gov,usgs,Sophia B Liu,,true,,,,true,"usgs, nasa",,"operational_integration_use, research_advancement",general_public,,"astronomy_space, geography, geology_earth_science, nature_outdoors",,,,605-594-6179,rlonghenry@usgs.gov,57198,SD,Sioux Falls,,47914 252nd Street,USGS,Ryan Longhenry,"geolocation, identification,  observation, photography, site_selection_description, Other",World,2013,active,"Landscape photographs, Land cover, Ground-based landscape data","Adopt a Pixel is a citizen science program that engages the public in collecting data, in this case landscape photographs, for scientific research. The science community has easy access to Landsat satellite data but has limited resources for acquiring ground reference photographs to verify land cover type. The goal of Adopt a Pixel is to acquire ground-based photographs to improve satellite data interpretation for operational and research science. Photographs from volunteers provide scientists with ground-based landscape data that would be too expensive or time consuming to acquire by other means. You can adopt a Landsat pixel by taking photographs of it that will help scientists interpret data from the new Landsat satellite. We want you to take a series of landscape photographs and make a few simple observations. Volunteers can share their land cover photographs and participate in the program by visiting the USGS Earth Resources Observation and Science (EROS) Center Adopt a Pixel interface (adoptapixel.cr.usgs.gov). Images show the terrain from a single point facing North, South, East, West, Up, and Down to give a clear view of landscape features in all directions. Field observations include land cover classification and any notable comments about conditions, patterns, or changes.","https://lta.cr.usgs.gov/adopt_a_pixel
",Adopt a Pixel
187,0101000020E610000088F4DBD781935EC0158C4AEA04D44740,,"The NetQuakes seismographs just need access to the internet.
","Volunteers who have a NetQuakes seismograph or can host a seismograph.
",,science policy,,sophialiu@usgs.gov,usgs,Sophia B Liu,,false,"Pacific Northwest Seismic Network (PNSN), University of Alaska at Fairbanks, Oklahoma Geological Survey, Boston College, Montana Bureau of Mines and Geology, Lamont-Doherty Earth Observatory, University of Memphis, University of Nevada at Reno, University of Utah, Southern Methodist University, Oklahoma State University, Memphis Gas, Light, and Water
",,Pacific Northwest Seismic Network (PNSN),false,"usgs, doi","college_university, state_local_government","io_education, operational_integration_use, research_advancement","general_public, targeted_group, Other",,"computers_technology, disaster_response, geology_earth_science",,,,206-685-8180,pnsn@uw.edu,98195,WA,Seattle,4000 15th Avenue NE,"UW Seismological Laboratory, University of Washington",University of Washington,John Vidale,"download_sw, Other","International but focus is on US and particularly Alaska, California, Nevada, Hawaii, Haiti, and Eurasia",2009,active,"Seismograph, Digital seismograph, Earthquake","The USGS is trying to achieve a denser and more uniform spacing of seismographs in select urban areas to provide better measurements of ground motion during earthquakes. These measurements improve our ability to make rapid post-earthquake assessments of expected damage and contribute to the continuing development of engineering standards for construction. To accomplish this, we developed a new type of digital seismograph that communicates its data to the USGS via the internet. The seismographs connect to a local network via WiFi and use existing broadband connections to transmit data after an earthquake. The instruments are designed to be installed in private homes, businesses, public buildings, and schools with an existing broadband connection to the internet. The NetQuakes seismographs access the internet via a wireless router connected to your existing broadband internet connection. The seismograph transmits data only after earthquakes greater than magnitude 3 and otherwise does not consume significant bandwidth.
",http://earthquake.usgs.gov/monitoring/netquakes/,NetQuakes
188,0101000020E610000030568AD3FF3256C0A7B1BD16F4B94040,,,"Potential volunteers include those from adult extension activities such as garden clubs and Master Gardeners; youth extension activities such as 4-H programs; and workshops for production agriculture. Training programs will be provided for volunteers to identify invasive species and report them using the IPAMS database",,,,sophialiu@usgs.gov,usgs,Sophia B Liu,,true,"Mississippi State University, University of Connecticut, Southeast Exotic Pest Plant Council",,,true,"usgs, doa",,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement",general_public,,"ecology_environment, geology_earth_science, nature_outdoors",,,,662-325-9435,"abbott@gri.msstate.edu
",39762,MS,Mississippi State University,Box 9652,Geosystems Research Institute,Mississippi State University,Clifton Abbott,"data_entry, identification,  observation, photography, site_selection_description, specimen_sample_collection, Other",United States,,active,"Plants, Invasive terrestrial, Aquatic plants, Weedy plants","Invasive weedy plants are a widespread problem throughout the United States. Their growth is often widely dispersed, with little scientific ability to predict why they occur in a given location. In addition, historical human activities such as urbanization, agriculture, and forestry have a marked effect on the distribution and spread of invasives. This integrated project will quantify relationships of weed distribution and spread with land use, then use that information directly in educating agriculture stakeholders, natural resources managers, and other interested parties on potential human-induced opportunities for invasive species spread. The Invasive Plant Atlas of the MidSouth (IPAMS) will provide information on the biology, distribution, and best management practices for forty weedy plant species. Outreach and extension activities include developing training programs for volunteers to identify and report invasive species using IPAMS, developing an efficient Early Detection and Rapid Response (EDRR) system for invasive plants, developing best management practices workshops, and developing an online mapping system. Research activities include conducting systematic regional vegetation surveys to assess the distribution of key invasive plants, developing models for predicting the occurrence of target species based on land use and cover, and evaluating the relative effectiveness of professional versus volunteer surveys.
","http://www.gri.msstate.edu/research/ipams
",Invasive Plant Atlas of the MidSouth
16,0101000020E61000003A4030478FE152C0AA9A20EA3E944340,"Environmental Survey, Conservation Policy, Biodiversity, ecosystem ecology, human pharmacology, limulilus polyphemus, population dynamics, Horseshoe Crab
","During peak spawning seasons, volunteers count and classify horseshoe crabs on beaches in Delaware and New Jersey. Volunteers are required to take part in training sessions, where they learn the background history and purpose of the survey, skills for how to correctly record data, and the process for distinguishing between male and female crabs. ","General public, 12+ years old, anyone who can walk a meter in hard sand
",,,"College or university students, 12+ years old
",sophialiu@usgs.gov,usgs,Sophia B. Liu,,true,"Delaware National Estuarine Research Reserve (DNERR), State of New Jersey Department of Environmental Protection, Delaware Department of Natural Resources and Environmental Control, Delaware State Parks, Delaware River Keepers, Delaware Fish and Wildlife Service, New Jersey Fish and Wildlife Service, University of Delaware, Limuli Laboratories
",true,,true,"noaa, usgs, fish_wildlife_service","college_university, for_profit, state_local_government, formal_nonprofit_ngo, k12_education","community_engagement_outreach, io_education, inform_public_policy, research_advancement, operational_integration_use","general_public, families, middle_school_children, teens",119,"animals, biology, ecology_environment, health_medicine, nature_outdoors, ocean_water, science_policy",true,2015-09-14 17:01:51.038079+00,2015-03-31 16:41:59.634003+00,"302-856-4017
","bhall@udel.edu
",08210,NJ,"Cape May Courthouse
","7 Bay Ave
","Limuli Laboratories
","University of Delaware (retired)
","William Hall
","data_entry, observation, measurement, learning, site_selection_description","Regional (13 beaches in Delaware and 12 beaches in New Jersey)
",1990,active,"Environmental Survey, Conservation Policy, Biodiversity, ecosystem ecology, human pharmacology","The Delaware Bay Horseshoe Crab Survey was founded in 1990, and received government support beginning in 1999. Volunteers collect data on Horseshoe crabs through beach surveys, providing critical information for scientists and policymakers about Horseshoe crab populations in the Delaware Bay. Data from the survey has helped the Atlantic States Marine Fisheries Commission (ASMFC) set protocols for commercial fishing. Limuli Labs, a company that relies on horseshoe crabs to support medical research and practice, provides funding for the project website.  
","http://horseshoecrabsurvey.com
",The Delaware Bay Horseshoe Crab Survey
189,,,,"SEANET volunteers choose a section of Atlantic coastline at least one kilometer in length and agree to walk the route year-round at least twice a month. Volunteers are asked to commit to walking for at least one full year. If you are interested in volunteering, please read our Volunteer Protocol thoroughly. If you can commit to the program and to the data collection methods laid out in the protocol, please contact the local coordinator for your state.
",,,,sophialiu@usgs.gov,usgs,Sophia B Liu,,true,"Friends of Casco Bay, Georgia Sea Turtle Center, Lloyd Center for the Environment, Maine Audubon, Massachusetts Audubon Society, Tufts University, Tufts Center for Conservation Medicine, Tufts Institute of the Environment, Cornell University, City University of New York, New Hampshire Veterinary Diagnostic Laboratory
",,,true,"fish_wildlife_service, nps, usgs","college_university, formal_nonprofit_ngo, community_group, for_profit","community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","general_public, families, targeted_group",,"animals, birds, disaster_response, ecology_environment, health_medicine, nature_outdoors, ocean_water
",,,,508-887-4933,julie.ellis@tufts.edu,1536,MA,North Grafton,"Cummings School of Veterinary Medicine at Tufts University, Barbour Wildlife Building",200 Westboro Road,Tufts University,Julie Ellis,"classification_tagging, identification, observation, photography, site_selection_description
","United States Atlantic coastline including New England, New York, New Jersey, South Carolina, Georgia, and Florida
",2002,active,"marine birds, bird mortality
","The Seabird Ecological Assessment Network (SEANET) is a citizen science program that brings together interdisciplinary researchers and members of the public in a long-term collaborative effort to identify and mitigate threats to marine birds. SEANET was initiated by the Tufts Center for Conservation Medicine, in collaboration with the Lloyd Center for Environmental Studies in Massachusetts, during Autumn 2002. Since this time, the project has expanded to beaches throughout New England, New York and New Jersey and more recently, to the southeastern US, with beaches in South Carolina, Georgia and Florida. SEANET volunteers conduct year-round beached bird surveys in order to identify and record information about bird mortality along the east coast of the United States. Data collected by hundreds of SEANET volunteers are used to examine the spatial pattern of bird carcass deposition and how it varies across time. These surveys provide baseline information about bird mortality and can help to detect mass mortality events due to oil spills, algal toxins, and disease outbreaks. Marine birds can serve as indicators of ecosystem and human health; monitoring the threats they face and their mortality patterns can teach us about the health of the marine environment.",http://vet.tufts.edu/seanet/,Seabird Ecological Assessment Network
13,0101000020E61000008C67D0D03F895DC05E807D74EA124140,,,General public,,,,"amy.p.kaminski@nasa.gov
",nasa,Amy Kaminski,,true,Los Angeles County,true,"FEMA, NASA Jet Propulsion Laboratory",true,usgs,state_local_govermment,research_advancement,general_public,113,"astronomy_space, climate_weather, computers_technology, ecology_environment, geology_earth_science, ocean_water, science_policy",true,2015-09-14 17:01:51.038079+00,2015-03-31 13:29:22.563754+00,818-324-4215,Sang-Ho.Yun@jpl.nasa.gov,91109,CA,Pasadena,"JPL, Mail Stop 300-319",4800 Oak Grove Dr.,NASA Jet Propulsion Laboratory,Sang-Ho Yun,"data_entry, geolocation, classification_tagging, finding_entities, ",International,2013-10-01,active,"Proof of concept, disaster response, damage maps, natural disaster, remote sensing, Synthetic Aperture Radar","The Advanced Rapid Imaging and Analysis Project at NASA's Jet Propulsion Laboratory and the California Institute of Technology develops algorithms and a system to automatically respond to natural disaster events and rapidly produce decision support information, using Synthetic Aperture Radar (SAR), Global Positioning System (GPS), and seismic data.  The ARIA Damage Validation Project combines change detection maps derived from SAR data and optical data using human brains through a mobile-friendly web interface. The crowdsourcing produces improved version of damage detection maps decreasing the number of false positives.",http://aria.jpl.nasa.gov/,The Advanced Rapid Imaging and Analysis Project (ARIA) Damage Validation Project
4,0101000020E6100000A4E4D539067254C0596E6935248E3840,,,,,,,"benforado.jay@epa.gov
",epa,Jay Benforado,,true,,true,,true,epa,"college_university, state_local_govermment","community_engagement_outreach, io_education","elementary_school_children, families, general_public, seniors",194,"chemistry, ecology_environment, nature_outdoors, ocean_water",true,2015-09-14 17:01:51.038079+00,2015-09-11 13:48:12.96225+00,3052924501,shellykrueger@ufl.edu,33040,FL,Key West,,1100 Simonton Street,University of Florida IFAS Monroe County Extension,Shelly Krueger,"data_entry, identification, learning, measurement, observation, sample_analysis, site_selection_description, specimen_sample_collection",Florida,2014-10-17,active,"water quality, dissolved oxygen, pH, salinity, Florida Keys, South Florida, coastal","The University of Florida IFAS Monroe County Extension developed Florida Keys Water Watch, a community-based volunteer water quality monitoring program to promote awareness of the importance of water quality, reduce nonpoint source pollution, and involve students and citizens to monitor coastal habitats from man-made canals to bays to  beaches.  Florida Keys Water Watch teaches volunteers to test a site of their choice for dissolved oxygen, pH, salinity and temperature after attending a 4-hour workshop.",http://monroe.ifas.ufl.edu/pdf/environment/fkww.pdf,Florida Keys Water Watch
191,0101000020E610000079060DFD133A53C0B875374F75844340,,,The concept of this project was conceived by USGS but anyone can create and manage a project on monitoring change in a certain place.,,,,sophiailu@usgs.gov,usgs,Sophia B Liu,,true,,,,true,usgs,,"community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement",general_public,,"computers_technology, ecology_environment, geology_earth_science, nature_outdoors",,,,301-497-5840,sdroege@usgs.gov,20705,MD,Beltsville,"USGS BARC EAST, BLBG 308, RM 124",10300 Baltimore Avenue,USGS,Sam Droege,"download_sw, geolocation,  observation, photography, site_selection_description",Anywhere,2014,"active
","piping plover, Plover, iPhone app, Android app
","Monitor Change is a simple and elegant visual citizen science concept developed by USGS Patuxent Wildlife Research Center scientist, Sam Droege, to monitor environmental and social change using iPhones, photo-stitching, and time lapse. Droege's idea has lots of applications to the type of work that ecologists, foresters, land managers, and environmental citizen groups do and provides an easy (and actually information dense) way of tracking long-term changes using volunteers using the smart phone that many carry in their pocket. The concept is broad and is meant to be applicable to any location you would like to create uniform documentation of change over long or short periods of time without having to install a permanent camera.",http://monitorchange.org/,Monitor Change
14,0101000020E610000052499D80264E5AC0F168E388B5E04340,,"Users are asked to submit information about their experience during an earthquake after the event has passed.  These observations serve as valuable information about the extent and severity of the earthquake, allowing the user to engage and learn about seismic events.","People who felt an earthquake and can share their shaking experience
",,,"People that feel an earthquake
",,,,,true,,true,,true,usgs,,"community_engagement_outreach, io_education, operational_integration_use, research_advancement","general_public, targeted_group",104,"geology_earth_science, disaster_response",true,2015-09-14 17:01:51.038079+00,2015-03-30 21:13:47.609573+00,303-273-8441,wald@usgs.gov,80401,CO,Golden,,1711 Illinois St,USGS,David Wald,"observation, site_selection_description, classification_tagging, data_entry, geolocation, identification",International,2003,active,"Earthquakes, Natural hazards","The Did You Feel It? (DYFI) project is designed to gather information available about earthquakes from the people who experience them. By tapping the immense number of users online, DYFI can get a detailed characterization of what people were experiencing, the impacts of the earthquake, and the amount of damage it incurred, beyond the scope traditional information gathering techniques. Data input from users is immediately available on the website, and its interactive platform encourages users to gain a deeper understanding of earth sciences while they participate.","http://earthquake.usgs.gov/dyfi
",Did You Feel It?
193,0101000020E61000006BB75D68AEE95BC0CC28965B5A994140,,,Anyone running a commercial or private boaters rafting in the Grand Canyon,,,Anyone running a commercial or private boaters rafting in the Grand Canyon,sophialiu@usgs.gov,usgs,Sophia B Liu,National Park,true,"Grand Canyon Monitoring and Research Center (GCMRC), Grand Canyon Youth, Grand Canyon National Park, Grand Canyon River Guides",,,true,usgs,"community_group, formal_nonprofit_ngo, state_local_govermment, Other","community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","targeted_group, Other",,"animals, ecology_environment, nature_outdoors, insects",,,,928-556-7374,"tkennedy@usgs.gov, citizenscience@usgs.gov",86001,AZ,Flagstaff,"2255 North Gemini Drive, Mail Stop 9394",Grand Canyon Monitoring and Research Center,USGS,Ted Kennedy,"data_analysis, data_entry, identification, learning, measurement,  observation, sample_analysis, site_selection_description, specimen_sample_collection",Grand Canyon,2012,active,"Insect monitoring, Grand Canyon, Midges, Black flies","Insect emergence is a fundamental process in streams and rivers, because it represents a key life stage for aquatic insects and provides an important prey resource for terrestrial (e.g., birds, bats, and lizards) and aquatic consumers (e.g., fish). Studying insect emergence can lead to fundamental insights about the life history of insects, for example by identifying the specific times of year when emergence occurs. The number of insects emerging from a river is a function of larval population abundance in a river, so quantifying insect emergence might also be a useful proxy for standard benthic monitoring of insects; benthic monitoring in Grand Canyon is extremely challenging because of swift currents, deep water, and daily hydropeaking. In 2012 we started collaborating with commercial river guides (http://www.gcrg.org/) and Grand Canyon Youth (http://www.gcyouth.org/) to quantify insect emergence throughout the 240 mile long segment of the Colorado River in Marble and Grand Canyon.  Each night in camp, guides put out a simple light trap to collect flying insects.  After one hour, the light was turned off, the sample poured into a collection bottle, and some notes were recorded in a field book. After the conclusion of the river trip, guides dropped off samples and field notes at our office and we processed the samples in the laboratory.","http://www.gcmrc.gov/research_areas/food_base/citizen_science_monitoring.aspx
",Citizen Science Insect Monitoring
192,0101000020E6100000240B98C0AD5956C0857CD0B359894540,,,,,,,sophialiu@usgs.gov,usgs,Sophia B Liu,,false,,,Program headed by USGS National Wildlife Health Center with funds from EPA's Great Lakes Restoration Initiative,false,usgs,,research_advancement,"general_public, teens",,"animals, birds, ecology_environment, nature_outdoors",,,,608-270-2473,AMBLE@usgs.gov,53711,WI,Madison,,6006 Schroeder Rd,USGS National Wildlife Health Center,Jenny Chipault,"classification_tagging, data_entry, geolocation, identification,  observation, photography, site_selection_description, specimen_sample_collection",Lake Michigan shoreline,2011-04-01,complete,"wildlife, disease, Great Lakes, avian botulism, waterbirds, GLRI","The goal of AMBLE was to empower concerned citizens to monitor bird health and beach conditions along miles of Lake Michigan shoreline, thus increasing knowledge of avian botulism trends.",http://www.nwhc.usgs.gov/our_research/amble/,Lake Michigan AMBLE (Avian Monitoring for Botulism Lakeshore Events)
196,0101000020E6100000A1F831E6AEB95BC0AAF1D24D62D04640,,,"Amateur and professional photographers that take photos of butterflies, moths, and caterpillars",,,,sophialiu@usgs.gov,usgs,Sophia B Liu,,true,"Jamestown College, Montana State University, Butterfly and Moth Information Network",,,true,usgs,"college_university, Other","community_engagement_outreach, inform_public_policy, io_education, operational_integration_use, research_advancement","elementary_school_children, families, general_public, middle_school_children, teens",,"animals, biology, ecology_environment, nature_outdoors, insects",,,,360-305-8822,butterflies.moths@gmail.com,59717,MT,Bozeman,"Montana State University, Big Sky Institute",106 AJM Hall,Montana State University,Kelly Lotts,"geolocation, identification, learning,  observation, photography, site_selection_description, specimen_sample_collection",Continent of North America from Panama to Canada,1995,active,"Butterfly, Moth, Caterpillar","The Butterflies and Moths of North America (BAMONA) project is ambitious effort to collect and provide access to quality-controlled data about butterflies and moths for the continent of North America from Panama to Canada. The project is hosted by the Butterfly and Moth Information Network and is directed by Kelly Lotts and Thomas Naberhaus. In 1995, a team of scientists at the USGS Northern Prairie Wildlife Research Center (NPWRC) conceived and developed two sites: Butterflies of the U.S. and Moths of the U.S. The mission, in part, of Northern Prairie's Grassland Ecosystem Initiative was to work with others to assess the biotic resources of the Great Plains, to facilitate information sharing among agencies, organizations, and individuals, and to synthesize that information. The BAMONA project is based upon work previously supported by the U.S. Geological Survey (USGS) National Biological Information Infrastructure (NBII) Program from 2004-2011.",http://www.butterfliesandmoths.org/,Butterflies and Moths of North America
